Tournament,Date,Series,Round,Winner,Loser,WRank,LRank,WPts,LPts,Wpoints,Fpoints,SFpoints,QFpoints,sixteenpoints,thirtytwopoints,sixtyfourpoints,onehundredtwentyeightpoints,Start Date,End Date
ABN AMRO World Tennis Tournament,2023-02-13,ATP500,1st Round,Gasquet R.,Carreno Busta P.,45.0,16.0,910.0,2285.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-13,ATP500,1st Round,Dimitrov G.,Karatsev A.,28.0,98.0,1440.0,555.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-13,ATP500,1st Round,Wawrinka S.,Bublik A.,130.0,50.0,422.0,865.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-13,ATP500,1st Round,Barrere G.,Goffin D.,71.0,41.0,750.0,965.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-14,ATP500,1st Round,Brouwer G.,Huesler M.A.,160.0,47.0,367.0,896.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-14,ATP500,1st Round,Hurkacz H.,Bautista Agut R.,10.0,24.0,2950.0,1740.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-14,ATP500,1st Round,Griekspoor T.,Ymer M.,61.0,72.0,789.0,741.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-14,ATP500,1st Round,Zverev A.,Kwon S.W.,17.0,63.0,2275.0,784.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-14,ATP500,1st Round,Auger-Aliassime F.,Sonego L.,8.0,60.0,3260.0,790.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-14,ATP500,1st Round,Tsitsipas S.,Ruusuvuori E.,3.0,52.0,5940.0,846.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-14,ATP500,1st Round,Medvedev D.,Davidovich Fokina A.,11.0,31.0,2750.0,1345.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-15,ATP500,1st Round,Cressy M.,Van Rijthoven T.,40.0,110.0,991.0,494.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-15,ATP500,1st Round,Sinner J.,Bonzi B.,14.0,48.0,2445.0,884.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-15,ATP500,1st Round,Rune H.,Lestienne C.,9.0,54.0,3136.0,837.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-15,ATP500,1st Round,Van De Zandschulp B.,Halys Q.,35.0,62.0,1135.0,785.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-15,ATP500,1st Round,De Minaur A.,Rublev A.,25.0,5.0,1620.0,4065.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-15,ATP500,2nd Round,Wawrinka S.,Gasquet R.,130.0,45.0,422.0,910.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-15,ATP500,2nd Round,Dimitrov G.,Hurkacz H.,28.0,10.0,1440.0,2950.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-15,ATP500,2nd Round,Griekspoor T.,Zverev A.,61.0,17.0,789.0,2275.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-16,ATP500,2nd Round,Auger-Aliassime F.,Barrere G.,8.0,71.0,3260.0,750.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-16,ATP500,2nd Round,Medvedev D.,Van De Zandschulp B.,11.0,35.0,2750.0,1135.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-16,ATP500,2nd Round,De Minaur A.,Cressy M.,25.0,40.0,1620.0,991.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-16,ATP500,2nd Round,Sinner J.,Tsitsipas S.,14.0,3.0,2445.0,5940.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-16,ATP500,2nd Round,Brouwer G.,Rune H.,160.0,9.0,367.0,3136.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-17,ATP500,Quarterfinals,Dimitrov G.,De Minaur A.,28.0,25.0,1440.0,1620.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-17,ATP500,Quarterfinals,Medvedev D.,Auger-Aliassime F.,11.0,8.0,2750.0,3260.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-17,ATP500,Quarterfinals,Sinner J.,Wawrinka S.,14.0,130.0,2445.0,422.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-17,ATP500,Quarterfinals,Griekspoor T.,Brouwer G.,61.0,160.0,789.0,367.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-18,ATP500,Semifinals,Medvedev D.,Dimitrov G.,11.0,28.0,2750.0,1440.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-18,ATP500,Semifinals,Sinner J.,Griekspoor T.,14.0,61.0,2445.0,789.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ABN AMRO World Tennis Tournament,2023-02-19,ATP500,The Final,Medvedev D.,Sinner J.,11.0,14.0,2750.0,2445.0,500,330,200,100,50,25,0,0,2023-02-13,2023-02-19
ASB Classic,2023-01-08,ATP250,1st Round,Lestienne C.,Cachin P.,65.0,59.0,760.0,809.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-09,ATP250,1st Round,Goffin D.,Bublik A.,53.0,36.0,870.0,1130.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-09,ATP250,1st Round,Brooksby J.,Fognini F.,48.0,57.0,920.0,843.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-09,ATP250,1st Round,Gasquet R.,Pannu K.,67.0,575.0,740.0,54.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-09,ATP250,1st Round,Wolf J.J.,Mannarino A.,66.0,43.0,746.0,971.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-09,ATP250,1st Round,Barrere G.,Isner J.,88.0,42.0,603.0,980.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-09,ATP250,1st Round,Giron M.,Coria F.,60.0,76.0,796.0,695.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-10,ATP250,1st Round,Eubanks C.,Humbert U.,123.0,108.0,462.0,523.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-10,ATP250,1st Round,Halys Q.,Molcan A.,64.0,54.0,771.0,850.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-10,ATP250,1st Round,Lehecka J.,Monteiro T.,78.0,69.0,685.0,729.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-10,ATP250,1st Round,Shelton B.,Baez S.,92.0,41.0,584.0,987.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-10,ATP250,1st Round,Djere L.,Munar J.,70.0,62.0,713.0,777.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-10,ATP250,2nd Round,Giron M.,Wolf J.J.,60.0,66.0,796.0,746.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-10,ATP250,2nd Round,Brooksby J.,Schwartzman D.,48.0,25.0,920.0,1550.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-11,ATP250,2nd Round,Norrie C.,Lehecka J.,12.0,78.0,2575.0,685.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-11,ATP250,2nd Round,Gasquet R.,Sousa J.,67.0,82.0,740.0,638.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-11,ATP250,2nd Round,Halys Q.,Shelton B.,64.0,92.0,771.0,584.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-11,ATP250,2nd Round,Goffin D.,Eubanks C.,53.0,123.0,870.0,462.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-11,ATP250,2nd Round,Lestienne C.,Barrere G.,65.0,88.0,760.0,603.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-11,ATP250,2nd Round,Djere L.,Ruud C.,70.0,3.0,713.0,5720.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-12,ATP250,Quarterfinals,Norrie C.,Giron M.,12.0,60.0,2575.0,796.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-12,ATP250,Quarterfinals,Brooksby J.,Halys Q.,48.0,64.0,920.0,771.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-12,ATP250,Quarterfinals,Gasquet R.,Goffin D.,67.0,53.0,740.0,870.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-12,ATP250,Quarterfinals,Lestienne C.,Djere L.,65.0,70.0,760.0,713.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-13,ATP250,Semifinals,Norrie C.,Brooksby J.,12.0,48.0,2575.0,920.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-13,ATP250,Semifinals,Gasquet R.,Lestienne C.,67.0,65.0,740.0,760.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
ASB Classic,2023-01-14,ATP250,The Final,Gasquet R.,Norrie C.,67.0,12.0,740.0,2575.0,250,165,100,50,25,13,0,0,2023-01-08,2023-01-14
Abierto Mexicano,2023-02-28,ATP500,1st Round,Mmoh M.,Giron M.,86.0,69.0,624.0,731.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-02-28,ATP500,1st Round,Fritz T.,Isner J.,5.0,38.0,3660.0,995.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-02-28,ATP500,1st Round,Shapovalov D.,Kecmanovic M.,30.0,31.0,1335.0,1290.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-02-28,ATP500,1st Round,Rune H.,Shelton B.,10.0,41.0,3161.0,964.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-02-28,ATP500,1st Round,Lopez F.,Eubanks C.,1035.0,105.0,10.0,524.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-02-28,ATP500,1st Round,Tiafoe F.,Nishioka Y.,15.0,34.0,2350.0,1142.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-02-28,ATP500,1st Round,Daniel T.,Wolf J.J.,125.0,44.0,448.0,951.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-02-28,ATP500,1st Round,Paul T.,Gomez E.,23.0,90.0,1700.0,603.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-02-28,ATP500,1st Round,Ruud C.,Andreozzi G.,4.0,342.0,5515.0,144.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-01,ATP500,1st Round,Berrettini M.,Molcan A.,24.0,57.0,1690.0,820.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-01,ATP500,1st Round,Borges N.,Chappell N.,85.0,432.0,625.0,101.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-01,ATP500,1st Round,Ymer E.,Mannarino A.,170.0,64.0,340.0,791.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-01,ATP500,1st Round,Nakashima B.,Altmaier D.,49.0,95.0,902.0,564.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-01,ATP500,1st Round,Berrettini J.,Otte O.,842.0,78.0,19.0,656.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-01,ATP500,1st Round,Mcdonald M.,Darderi L.,62.0,184.0,795.0,321.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-01,ATP500,1st Round,De Minaur A.,Pacheco Mendez R.,22.0,1244.0,1710.0,5.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-02,ATP500,2nd Round,Mcdonald M.,Nakashima B.,62.0,49.0,795.0,902.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-02,ATP500,2nd Round,Tiafoe F.,Lopez F.,15.0,1035.0,2350.0,10.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-02,ATP500,2nd Round,Daniel T.,Ruud C.,125.0,4.0,448.0,5515.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-02,ATP500,2nd Round,Paul T.,Mmoh M.,23.0,86.0,1700.0,624.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-02,ATP500,2nd Round,De Minaur A.,Berrettini J.,22.0,842.0,1710.0,19.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-02,ATP500,2nd Round,Berrettini M.,Ymer E.,24.0,170.0,1690.0,340.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-02,ATP500,2nd Round,Fritz T.,Shapovalov D.,5.0,30.0,3660.0,1335.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-02,ATP500,2nd Round,Rune H.,Borges N.,10.0,85.0,3161.0,625.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-02,ATP500,Quarterfinals,Paul T.,Mcdonald M.,23.0,62.0,1700.0,795.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-03,ATP500,Quarterfinals,De Minaur A.,Daniel T.,22.0,125.0,1710.0,448.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-03,ATP500,Quarterfinals,Fritz T.,Tiafoe F.,5.0,15.0,3660.0,2350.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-03,ATP500,Quarterfinals,Rune H.,Berrettini M.,10.0,24.0,3161.0,1690.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-04,ATP500,Semifinals,Paul T.,Fritz T.,23.0,5.0,1700.0,3660.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-04,ATP500,Semifinals,De Minaur A.,Rune H.,22.0,10.0,1710.0,3161.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Abierto Mexicano,2023-03-05,ATP500,The Final,De Minaur A.,Paul T.,22.0,23.0,1710.0,1700.0,500,330,200,100,50,25,0,0,2023-02-28,2023-03-05
Adelaide International 1,2023-01-01,ATP250,1st Round,Giron M.,Gasquet R.,61.0,68.0,776.0,740.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-01,ATP250,1st Round,Mcdonald M.,Galan D.E.,63.0,67.0,775.0,741.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-02,ATP250,1st Round,Kecmanovic M.,O Connell C.,29.0,78.0,1420.0,652.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-02,ATP250,1st Round,Nishioka Y.,Rune H.,36.0,11.0,1134.0,2888.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-02,ATP250,1st Round,Popyrin A.,Auger-Aliassime F.,120.0,6.0,469.0,4195.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-02,ATP250,1st Round,Halys Q.,Thompson J.,64.0,84.0,767.0,626.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-02,ATP250,1st Round,Safiullin R.,Ymer M.,88.0,69.0,606.0,739.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-02,ATP250,1st Round,Draper J.,Kwon S.W.,42.0,83.0,990.0,630.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-02,ATP250,1st Round,Kokkinakis T.,Cressy M.,93.0,34.0,592.0,1163.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-03,ATP250,1st Round,Medvedev D.,Sonego L.,7.0,45.0,4065.0,950.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-03,ATP250,1st Round,Khachanov K.,Cachin P.,20.0,57.0,1990.0,813.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-03,ATP250,1st Round,Djokovic N.,Lestienne C.,5.0,65.0,4820.0,760.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-03,ATP250,1st Round,Sinner J.,Edmund K.,15.0,582.0,2410.0,52.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-03,ATP250,1st Round,Shapovalov D.,Hijikata R.,18.0,164.0,2075.0,344.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-03,ATP250,1st Round,Bautista Agut R.,Rublev A.,21.0,8.0,1940.0,3930.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-03,ATP250,1st Round,Korda S.,Murray A.,33.0,49.0,1175.0,920.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-04,ATP250,2nd Round,Khachanov K.,Draper J.,20.0,42.0,1990.0,990.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-04,ATP250,2nd Round,Nishioka Y.,Mcdonald M.,36.0,63.0,1134.0,775.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-04,ATP250,2nd Round,Medvedev D.,Kecmanovic M.,7.0,29.0,4065.0,1420.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-04,ATP250,2nd Round,Popyrin A.,Giron M.,120.0,61.0,469.0,776.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-05,ATP250,2nd Round,Shapovalov D.,Safiullin R.,18.0,88.0,2075.0,606.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-05,ATP250,2nd Round,Djokovic N.,Halys Q.,5.0,64.0,4820.0,767.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-05,ATP250,2nd Round,Korda S.,Bautista Agut R.,33.0,21.0,1175.0,1940.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-05,ATP250,2nd Round,Sinner J.,Kokkinakis T.,15.0,93.0,2410.0,592.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-06,ATP250,Quarterfinals,Nishioka Y.,Popyrin A.,36.0,120.0,1134.0,469.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-06,ATP250,Quarterfinals,Korda S.,Sinner J.,33.0,15.0,1175.0,2410.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-06,ATP250,Quarterfinals,Medvedev D.,Khachanov K.,7.0,20.0,4065.0,1990.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-06,ATP250,Quarterfinals,Djokovic N.,Shapovalov D.,5.0,18.0,4820.0,2075.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-07,ATP250,Semifinals,Korda S.,Nishioka Y.,33.0,36.0,1175.0,1134.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-07,ATP250,Semifinals,Djokovic N.,Medvedev D.,5.0,7.0,4820.0,4065.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 1,2023-01-08,ATP250,The Final,Djokovic N.,Korda S.,5.0,33.0,4820.0,1175.0,250,165,100,50,25,13,0,0,2023-01-01,2023-01-08
Adelaide International 2,2023-01-09,ATP250,1st Round,Mcdonald M.,Evans D.,63.0,27.0,775.0,1450.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-09,ATP250,1st Round,Draper J.,Sonego L.,40.0,44.0,1010.0,950.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-09,ATP250,1st Round,Kecmanovic M.,Edmund K.,28.0,583.0,1420.0,52.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-09,ATP250,1st Round,Davidovich Fokina A.,Nakashima B.,32.0,47.0,1280.0,927.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-09,ATP250,1st Round,Kokkinakis T.,Popyrin A.,110.0,113.0,522.0,506.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-10,ATP250,1st Round,Paul T.,O Connell C.,35.0,79.0,1185.0,652.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-10,ATP250,1st Round,Millman J.,Ramos-Vinolas A.,148.0,38.0,378.0,1075.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-10,ATP250,1st Round,Haase R.,Bonzi B.,257.0,50.0,207.0,911.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-10,ATP250,1st Round,Huesler M.A.,Rinderknech A.,55.0,45.0,846.0,947.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-10,ATP250,1st Round,Kwon S.W.,Machac T.,84.0,115.0,626.0,500.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-10,ATP250,1st Round,Ymer M.,Ruusuvuori E.,77.0,46.0,694.0,941.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-10,ATP250,1st Round,Kubler J.,Etcheverry T.,86.0,80.0,613.0,649.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-11,ATP250,2nd Round,Davidovich Fokina A.,Millman J.,32.0,148.0,1280.0,378.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-11,ATP250,2nd Round,Draper J.,Paul T.,40.0,35.0,1010.0,1185.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-11,ATP250,2nd Round,Khachanov K.,Huesler M.A.,20.0,55.0,1885.0,846.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-11,ATP250,2nd Round,Ymer M.,Mcdonald M.,77.0,63.0,694.0,775.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-11,ATP250,2nd Round,Kwon S.W.,Carreno Busta P.,84.0,15.0,626.0,2420.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-11,ATP250,2nd Round,Bautista Agut R.,Haase R.,26.0,257.0,1545.0,207.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-11,ATP250,2nd Round,Kecmanovic M.,Kubler J.,28.0,86.0,1420.0,613.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-11,ATP250,2nd Round,Kokkinakis T.,Rublev A.,110.0,6.0,522.0,3930.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-12,ATP250,Quarterfinals,Draper J.,Khachanov K.,40.0,20.0,1010.0,1885.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-12,ATP250,Quarterfinals,Kwon S.W.,Ymer M.,84.0,77.0,626.0,694.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-12,ATP250,Quarterfinals,Bautista Agut R.,Davidovich Fokina A.,26.0,32.0,1545.0,1280.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-12,ATP250,Quarterfinals,Kokkinakis T.,Kecmanovic M.,110.0,28.0,522.0,1420.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-13,ATP250,Semifinals,Kwon S.W.,Draper J.,84.0,40.0,626.0,1010.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-13,ATP250,Semifinals,Bautista Agut R.,Kokkinakis T.,26.0,110.0,1545.0,522.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Adelaide International 2,2023-01-14,ATP250,The Final,Kwon S.W.,Bautista Agut R.,84.0,26.0,626.0,1545.0,250,165,100,50,25,13,0,0,2023-01-09,2023-01-14
Argentina Open,2023-02-13,ATP250,1st Round,Zapata Miralles B.,Martinez P.,74.0,73.0,702.0,726.0,250,165,100,50,25,13,0,0,2023-02-13,2023-02-19
Argentina Open,2023-02-13,ATP250,1st Round,Cachin P.,Monteiro T.,68.0,78.0,777.0,676.0,250,165,100,50,25,13,0,0,2023-02-13,2023-02-19
Argentina Open,2023-02-13,ATP250,1st Round,Djere L.,Fognini F.,57.0,66.0,793.0,778.0,250,165,100,50,25,13,0,0,2023-02-13,2023-02-19
Argentina Open,2023-02-14,ATP250,1st Round,Munar J.,Pella G.,67.0,723.0,777.0,30.0,250,165,100,50,25,13,0,0,2023-02-13,2023-02-19
Argentina Open,2023-02-14,ATP250,1st Round,Carballes Baena R.,Ramos-Vinolas A.,76.0,44.0,695.0,915.0,250,165,100,50,25,13,0,0,2023-02-13,2023-02-19
