Tournament,Date,Series,Round,Winner,Loser,WRank,LRank,WPts,LPts,Wpoints,Fpoints,SFpoints,QFpoints,sixteenpoints,thirtytwopoints,sixtyfourpoints,onehundredtwentyeightpoints,Start Date,End Date
BNP Paribas Open,2023-03-10,Masters 1000,2nd Round,Ruusuvuori E.,Bautista Agut R.,59.0,27.0,846.0,1465.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-10,Masters 1000,2nd Round,Thompson J.,Tsitsipas S.,87.0,3.0,647.0,5805.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-10,Masters 1000,2nd Round,Kubler J.,Dimitrov G.,75.0,25.0,710.0,1620.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-10,Masters 1000,2nd Round,Tabilo A.,Cressy M.,187.0,37.0,314.0,1016.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-10,Masters 1000,2nd Round,Davidovich Fokina A.,Wu Y.,28.0,67.0,1390.0,793.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-10,Masters 1000,2nd Round,Zverev A.,Cachin P.,14.0,66.0,2500.0,797.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-10,Masters 1000,2nd Round,Humbert U.,Shapovalov D.,77.0,30.0,678.0,1380.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-11,Masters 1000,2nd Round,Daniel T.,Berrettini M.,103.0,23.0,548.0,1780.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-11,Masters 1000,2nd Round,Khachanov K.,Otte O.,15.0,82.0,2470.0,656.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-11,Masters 1000,2nd Round,Medvedev D.,Nakashima B.,6.0,48.0,3775.0,927.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-11,Masters 1000,2nd Round,Tiafoe F.,Giron M.,16.0,73.0,2395.0,731.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-11,Masters 1000,2nd Round,Rublev A.,Lehecka J.,7.0,47.0,3660.0,932.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-11,Masters 1000,2nd Round,Draper J.,Evans D.,56.0,29.0,854.0,1380.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-11,Masters 1000,2nd Round,Sinner J.,Gasquet R.,13.0,43.0,2655.0,955.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-11,Masters 1000,2nd Round,Auger-Aliassime F.,Martinez P.,10.0,120.0,3245.0,476.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-11,Masters 1000,2nd Round,Wawrinka S.,Kecmanovic M.,100.0,31.0,557.0,1290.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-11,Masters 1000,2nd Round,Molcan A.,Coric B.,63.0,20.0,820.0,1905.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-11,Masters 1000,2nd Round,Paul T.,Struff J.L.,19.0,134.0,2000.0,446.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-11,Masters 1000,2nd Round,Fucsovics M.,De Minaur A.,84.0,18.0,652.0,2165.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-11,Masters 1000,2nd Round,Murray A.,Albot R.,55.0,109.0,855.0,522.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-11,Masters 1000,2nd Round,Cerundolo F.,Sock J.,32.0,154.0,1275.0,385.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-11,Masters 1000,2nd Round,Griekspoor T.,Pella G.,36.0,739.0,1034.0,30.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-11,Masters 1000,2nd Round,Fritz T.,Shelton B.,5.0,41.0,3795.0,964.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-11,Masters 1000,2nd Round,Mannarino A.,Musetti L.,68.0,21.0,791.0,1855.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-12,Masters 1000,2nd Round,Hurkacz H.,Popyrin A.,11.0,101.0,3110.0,556.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-12,Masters 1000,2nd Round,Baez S.,Hijikata R.,35.0,130.0,1135.0,451.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-12,Masters 1000,2nd Round,Rune H.,Mcdonald M.,8.0,53.0,3321.0,865.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-12,Masters 1000,2nd Round,Alcaraz C.,Kokkinakis T.,2.0,94.0,6780.0,577.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-12,Masters 1000,3rd Round,Garin C.,Ruud C.,97.0,4.0,566.0,5560.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-12,Masters 1000,3rd Round,Norrie C.,Daniel T.,12.0,103.0,2815.0,548.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-12,Masters 1000,3rd Round,Zverev A.,Ruusuvuori E.,14.0,59.0,2500.0,846.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-12,Masters 1000,3rd Round,Davidovich Fokina A.,Khachanov K.,28.0,15.0,1390.0,2470.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-12,Masters 1000,3rd Round,Tiafoe F.,Kubler J.,16.0,75.0,2395.0,710.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-12,Masters 1000,3rd Round,Rublev A.,Humbert U.,7.0,77.0,3660.0,678.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-13,Masters 1000,3rd Round,Medvedev D.,Ivashka I.,6.0,85.0,3775.0,651.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-13,Masters 1000,3rd Round,Tabilo A.,Thompson J.,187.0,87.0,314.0,647.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-13,Masters 1000,3rd Round,Paul T.,Hurkacz H.,19.0,11.0,2000.0,3110.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-13,Masters 1000,3rd Round,Auger-Aliassime F.,Cerundolo F.,10.0,32.0,3245.0,1275.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-13,Masters 1000,3rd Round,Wawrinka S.,Rune H.,100.0,8.0,557.0,3321.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-13,Masters 1000,3rd Round,Fucsovics M.,Molcan A.,84.0,63.0,652.0,820.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-13,Masters 1000,3rd Round,Fritz T.,Baez S.,5.0,35.0,3795.0,1135.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-13,Masters 1000,3rd Round,Sinner J.,Mannarino A.,13.0,68.0,2655.0,791.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-14,Masters 1000,3rd Round,Draper J.,Murray A.,56.0,55.0,854.0,855.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-14,Masters 1000,3rd Round,Alcaraz C.,Griekspoor T.,2.0,36.0,6780.0,1034.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-14,Masters 1000,4th Round,Davidovich Fokina A.,Garin C.,28.0,97.0,1390.0,566.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-14,Masters 1000,4th Round,Medvedev D.,Zverev A.,6.0,14.0,3775.0,2500.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-14,Masters 1000,4th Round,Norrie C.,Rublev A.,12.0,7.0,2815.0,3660.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-14,Masters 1000,4th Round,Fritz T.,Fucsovics M.,5.0,84.0,3795.0,652.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-14,Masters 1000,4th Round,Tiafoe F.,Tabilo A.,16.0,187.0,2395.0,314.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-15,Masters 1000,4th Round,Alcaraz C.,Draper J.,2.0,56.0,6780.0,854.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-15,Masters 1000,4th Round,Sinner J.,Wawrinka S.,13.0,100.0,2655.0,557.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-15,Masters 1000,4th Round,Auger-Aliassime F.,Paul T.,10.0,19.0,3245.0,2000.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-15,Masters 1000,Quarterfinals,Tiafoe F.,Norrie C.,16.0,12.0,2395.0,2815.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-15,Masters 1000,Quarterfinals,Medvedev D.,Davidovich Fokina A.,6.0,28.0,3775.0,1390.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-16,Masters 1000,Quarterfinals,Sinner J.,Fritz T.,13.0,5.0,2655.0,3795.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-17,Masters 1000,Quarterfinals,Alcaraz C.,Auger-Aliassime F.,2.0,10.0,6780.0,3245.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-18,Masters 1000,Semifinals,Medvedev D.,Tiafoe F.,6.0,16.0,3775.0,2395.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-18,Masters 1000,Semifinals,Alcaraz C.,Sinner J.,2.0,13.0,6780.0,2655.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
BNP Paribas Open,2023-03-19,Masters 1000,The Final,Alcaraz C.,Medvedev D.,2.0,6.0,6780.0,3775.0,1000,650,400,200,100,50,30,10,2023-03-08,2023-03-19
Barcelona Open,2023-04-17,ATP500,1st Round,Shelton B.,Mcdonald M.,37.0,54.0,1029.0,865.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-17,ATP500,1st Round,Zapata Miralles B.,Balazs A.,41.0,745.0,968.0,30.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-17,ATP500,1st Round,Ruusuvuori E.,Bublik A.,40.0,55.0,977.0,865.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-17,ATP500,1st Round,Borges N.,Ivashka I.,79.0,61.0,711.0,781.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-17,ATP500,1st Round,Etcheverry T.,Andujar P.,59.0,323.0,806.0,155.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-17,ATP500,1st Round,Jarry N.,Trungelliti M.,51.0,240.0,874.0,233.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-17,ATP500,1st Round,Kotov P.,Krutykh O.,108.0,180.0,553.0,327.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-17,ATP500,1st Round,Kovalik J.,Martinez P.,155.0,136.0,377.0,426.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-18,ATP500,1st Round,Shevchenko A.,Giustino L.,98.0,223.0,610.0,259.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-18,ATP500,1st Round,Passaro F.,Verdasco F.,125.0,244.0,486.0,229.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-18,ATP500,1st Round,Schwartzman D.,Wu Y.,48.0,56.0,890.0,843.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-18,ATP500,1st Round,Arnaldi M.,Munar J.,105.0,83.0,560.0,695.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-18,ATP500,1st Round,Gomez E.,Ramos-Vinolas A.,120.0,58.0,497.0,810.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-18,ATP500,1st Round,Goffin D.,Lopez F.,99.0,593.0,595.0,55.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-18,ATP500,1st Round,Cachin P.,Brouwer G.,69.0,121.0,747.0,496.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-18,ATP500,1st Round,Kubler J.,Rincon D.,66.0,300.0,769.0,172.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-18,ATP500,2nd Round,Ruud C.,Shelton B.,3.0,37.0,5255.0,1029.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-18,ATP500,2nd Round,Davidovich Fokina A.,Etcheverry T.,38.0,59.0,1025.0,806.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-18,ATP500,2nd Round,Ruusuvuori E.,Tiafoe F.,40.0,12.0,977.0,2870.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-18,ATP500,2nd Round,Alcaraz C.,Borges N.,2.0,79.0,6770.0,711.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-18,ATP500,2nd Round,Bautista Agut R.,Zapata Miralles B.,25.0,41.0,1440.0,968.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-19,ATP500,2nd Round,Shapovalov D.,Kovalik J.,28.0,155.0,1380.0,377.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-19,ATP500,2nd Round,Dimitrov G.,Gomez E.,31.0,120.0,1170.0,497.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-19,ATP500,2nd Round,Sinner J.,Schwartzman D.,8.0,48.0,3525.0,890.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-19,ATP500,2nd Round,Nishioka Y.,Goffin D.,35.0,99.0,1093.0,595.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-19,ATP500,2nd Round,De Minaur A.,Shevchenko A.,19.0,98.0,2050.0,610.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-19,ATP500,2nd Round,Norrie C.,Kotov P.,13.0,108.0,2735.0,553.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-19,ATP500,2nd Round,Cerundolo F.,Passaro F.,32.0,125.0,1165.0,486.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-19,ATP500,2nd Round,Khachanov K.,Jarry N.,11.0,51.0,2900.0,874.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-19,ATP500,2nd Round,Tsitsipas S.,Cachin P.,5.0,69.0,4950.0,747.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-19,ATP500,2nd Round,Evans D.,Arnaldi M.,26.0,105.0,1390.0,560.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-19,ATP500,2nd Round,Musetti L.,Kubler J.,20.0,66.0,1930.0,769.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-20,ATP500,3rd Round,De Minaur A.,Dimitrov G.,19.0,31.0,2050.0,1170.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-20,ATP500,3rd Round,Sinner J.,Nishioka Y.,8.0,35.0,3525.0,1093.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-20,ATP500,3rd Round,Davidovich Fokina A.,Ruusuvuori E.,38.0,40.0,1025.0,977.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-20,ATP500,3rd Round,Tsitsipas S.,Shapovalov D.,5.0,28.0,4950.0,1380.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-20,ATP500,3rd Round,Musetti L.,Norrie C.,20.0,13.0,1930.0,2735.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-20,ATP500,3rd Round,Alcaraz C.,Bautista Agut R.,2.0,25.0,6770.0,1440.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-20,ATP500,3rd Round,Evans D.,Khachanov K.,26.0,11.0,1390.0,2900.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-20,ATP500,3rd Round,Cerundolo F.,Ruud C.,32.0,3.0,1165.0,5255.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-21,ATP500,Quarterfinals,Musetti L.,Sinner J.,20.0,8.0,1930.0,3525.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-21,ATP500,Quarterfinals,Tsitsipas S.,De Minaur A.,5.0,19.0,4950.0,2050.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-21,ATP500,Quarterfinals,Alcaraz C.,Davidovich Fokina A.,2.0,38.0,6770.0,1025.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-21,ATP500,Quarterfinals,Evans D.,Cerundolo F.,26.0,32.0,1390.0,1165.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-22,ATP500,Semifinals,Tsitsipas S.,Musetti L.,5.0,20.0,4950.0,1930.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-22,ATP500,Semifinals,Alcaraz C.,Evans D.,2.0,26.0,6770.0,1390.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Barcelona Open,2023-04-23,ATP500,The Final,Alcaraz C.,Tsitsipas S.,2.0,5.0,6770.0,4950.0,500,330,200,100,50,25,0,0,2023-04-17,2023-04-23
Canadian Open,2023-08-07,Masters 1000,1st Round,Cerundolo F.,Galarneau A.,22.0,192.0,1565.0,318.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-07,Masters 1000,1st Round,Musetti L.,Nishioka Y.,19.0,45.0,1950.0,1015.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-07,Masters 1000,1st Round,Lehecka J.,Nakashima B.,36.0,74.0,1163.0,805.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-07,Masters 1000,1st Round,Davidovich Fokina A.,Wolf J.J.,37.0,43.0,1140.0,1025.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-07,Masters 1000,1st Round,Berrettini M.,Barrere G.,38.0,58.0,1112.0,884.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-07,Masters 1000,1st Round,Hurkacz H.,Bublik A.,17.0,28.0,2195.0,1384.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-07,Masters 1000,1st Round,Kokkinakis T.,Zhang Zh.,86.0,63.0,696.0,851.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-07,Masters 1000,1st Round,Monfils G.,Eubanks C.,276.0,29.0,207.0,1358.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-07,Masters 1000,1st Round,Daniel T.,Mannarino A.,115.0,30.0,564.0,1336.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-08,Masters 1000,1st Round,Raonic M.,Tiafoe F.,545.0,10.0,65.0,3085.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-08,Masters 1000,1st Round,Kecmanovic M.,Garin C.,44.0,101.0,1020.0,606.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-08,Masters 1000,1st Round,Paul T.,Schwartzman D.,14.0,98.0,2345.0,615.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-08,Masters 1000,1st Round,Arnaldi M.,Pospisil V.,66.0,165.0,840.0,361.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-08,Masters 1000,1st Round,Giron M.,Ruusuvuori E.,70.0,54.0,830.0,901.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-08,Masters 1000,1st Round,Korda S.,Etcheverry T.,32.0,31.0,1275.0,1305.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-08,Masters 1000,1st Round,Murray A.,Sonego L.,40.0,39.0,1075.0,1105.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-08,Masters 1000,1st Round,Humbert U.,Jarry N.,34.0,27.0,1233.0,1384.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-08,Masters 1000,1st Round,Mcdonald M.,Karatsev A.,59.0,71.0,870.0,818.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-08,Masters 1000,1st Round,Zverev A.,Griekspoor T.,16.0,26.0,2265.0,1439.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-08,Masters 1000,1st Round,Vukic A.,Coric B.,62.0,15.0,855.0,2315.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-08,Masters 1000,1st Round,De Minaur A.,Norrie C.,18.0,13.0,2085.0,2505.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-08,Masters 1000,1st Round,Diallo G.,Evans D.,141.0,21.0,443.0,1731.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-09,Masters 1000,1st Round,Purcell M.,Auger-Aliassime F.,78.0,12.0,753.0,2680.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-09,Masters 1000,1st Round,Shelton B.,Zapata Miralles B.,41.0,64.0,1065.0,846.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-09,Masters 1000,2nd Round,Ruud C.,Lehecka J.,5.0,36.0,4985.0,1163.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-09,Masters 1000,2nd Round,Mcdonald M.,Rublev A.,59.0,7.0,870.0,4595.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-09,Masters 1000,2nd Round,Fritz T.,Humbert U.,9.0,34.0,3605.0,1233.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-09,Masters 1000,2nd Round,Raonic M.,Daniel T.,545.0,115.0,65.0,564.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-09,Masters 1000,2nd Round,Hurkacz H.,Kecmanovic M.,17.0,44.0,2195.0,1020.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-09,Masters 1000,2nd Round,Musetti L.,Kokkinakis T.,19.0,86.0,1950.0,696.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-09,Masters 1000,2nd Round,Medvedev D.,Arnaldi M.,3.0,66.0,6360.0,840.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-09,Masters 1000,2nd Round,Monfils G.,Tsitsipas S.,276.0,4.0,207.0,5090.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-09,Masters 1000,2nd Round,De Minaur A.,Diallo G.,18.0,141.0,2085.0,443.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-09,Masters 1000,2nd Round,Davidovich Fokina A.,Zverev A.,37.0,16.0,1140.0,2265.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-09,Masters 1000,2nd Round,Murray A.,Purcell M.,40.0,78.0,1075.0,753.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-09,Masters 1000,2nd Round,Sinner J.,Berrettini M.,8.0,38.0,3815.0,1112.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-10,Masters 1000,2nd Round,Alcaraz C.,Shelton B.,1.0,41.0,9225.0,1065.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-10,Masters 1000,2nd Round,Paul T.,Cerundolo F.,14.0,22.0,2345.0,1565.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-10,Masters 1000,2nd Round,Vukic A.,Korda S.,62.0,32.0,855.0,1275.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-10,Masters 1000,2nd Round,Giron M.,Rune H.,70.0,6.0,830.0,4825.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-10,Masters 1000,3rd Round,Davidovich Fokina A.,Ruud C.,37.0,5.0,1140.0,4985.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-10,Masters 1000,3rd Round,Mcdonald M.,Raonic M.,59.0,545.0,870.0,65.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-10,Masters 1000,3rd Round,Medvedev D.,Musetti L.,3.0,19.0,6360.0,1950.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-10,Masters 1000,3rd Round,De Minaur A.,Fritz T.,18.0,9.0,2085.0,3605.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
Canadian Open,2023-08-11,Masters 1000,3rd Round,Monfils G.,Vukic A.,276.0,62.0,207.0,855.0,1000,650,400,200,100,50,30,10,2023-08-07,2023-08-13
